ID,watershed,stream,year,Het/Hom
CAR_EFC_2017_001,CAR,str_EFC,2017,0.0285714285714286
CAR_EFC_2017_009,CAR,str_EFC,2017,0.0139275766016713
CAR_EFC_2017_010,CAR,str_EFC,2017,0.0266106442577031
CAR_EFC_2017_012,CAR,str_EFC,2017,0.012396694214876
CAR_EFC_2017_019,CAR,str_EFC,2017,0.0367231638418079
CAR_EFC_2017_025,CAR,str_EFC,2017,0.0237430167597765
CAR_EFC_2017_027,CAR,str_EFC,2017,0.0333863275039746
CAR_EFC_2017_028,CAR,str_EFC,2017,0.0418679549114332
CAR_GOC_2017_033,CAR,str_GOC,2017,0.0251748251748252
CAR_GOC_2017_034,CAR,str_GOC,2017,0.0266479663394109
CAR_GOC_2017_035,CAR,str_GOC,2017,0.0371428571428571
CAR_GOC_2017_036,CAR,str_GOC,2017,0.0298719772403983
CAR_GOC_2017_037,CAR,str_GOC,2017,0.040133779264214
CAR_GOC_2017_038,CAR,str_GOC,2017,0.0266479663394109
CAR_GOC_2017_039,CAR,str_GOC,2017,0.0296296296296296
CAR_GOC_2017_041,CAR,str_GOC,2017,0.00969529085872576
CAR_GOC_2017_043,CAR,str_GOC,2017,0.018005540166205
CAR_GOC_2017_044,CAR,str_GOC,2017,0.0284900284900285
CAR_MUR_2017_045,CAR,str_MUR,2017,0.0323383084577114
CAR_MUR_2017_046,CAR,str_MUR,2017,0.0453686200378072
CAR_MUR_2017_050,CAR,str_MUR,2017,0.0322085889570552
CAR_MUR_2017_051,CAR,str_MUR,2017,0.032015065913371
CAR_MUR_2017_054,CAR,str_MUR,2017,0.0342342342342342
CAR_MUR_2017_056,CAR,str_MUR,2017,0.0123456790123457
CAR_MUR_2017_058,CAR,str_MUR,2017,0.0306278713629403
CAR_MUR_2017_059,CAR,str_MUR,2017,0.0238450074515648
CAR_MUR_2017_061,CAR,str_MUR,2017,0.0279823269513991
CAR_MUR_2017_064,CAR,str_MUR,2017,0.0290697674418605
CAR_MUR_2017_065,CAR,str_MUR,2017,0.0266222961730449
CAR_MUR_2017_068,CAR,str_MUR,2017,0.0277349768875193
CAR_MUR_2017_070,CAR,str_MUR,2017,0.0299850074962519
CAR_MUR_2017_071,CAR,str_MUR,2017,0.024
CAR_POI_2017_073,CAR,str_POI,2017,0.0178571428571429
CAR_POI_2017_075,CAR,str_POI,2017,0.0305232558139535
CAR_POI_2017_077,CAR,str_POI,2017,0.0209677419354839
CAR_POI_2017_078,CAR,str_POI,2017,0.00881057268722467
CAR_POI_2017_080,CAR,str_POI,2017,0.0215982721382289
CAR_POI_2017_082,CAR,str_POI,2017,0.0136986301369863
CAR_POI_2017_083,CAR,str_POI,2017,0.0140845070422535
CAR_POI_2017_085,CAR,str_POI,2017,0.0156657963446475
CAR_POI_2017_087,CAR,str_POI,2017,0.0190839694656489
CAR_POI_2017_089,CAR,str_POI,2017,0.0197628458498024
CAR_POI_2017_092,CAR,str_POI,2017,0.0108359133126935
CAR_POI_2017_093,CAR,str_POI,2017,0.0133333333333333
CAR_POI_2017_096,CAR,str_POI,2017,0.0596745027124774
CAR_POI_2017_099,CAR,str_POI,2017,0.0645792563600783
CAR_POI_2017_100,CAR,str_POI,2017,0.0376344086021505
CAR_POI_2017_101,CAR,str_POI,2017,0.0366379310344828
EFH_NFC_2012_001,EFH,str_NFC,2012,0.00549450549450549
EFH_NFC_2012_002,EFH,str_NFC,2012,0.00413223140495868
EFH_NFC_2012_003,EFH,str_NFC,2012,0.00282087447108604
EFH_NFC_2012_006,EFH,str_NFC,2012,0.00954198473282443
EFH_NFC_2012_007,EFH,str_NFC,2012,0.0099009900990099
EFH_NFC_2012_008,EFH,str_NFC,2012,0.00728862973760933
EFH_NFC_2012_009,EFH,str_NFC,2012,0.00835654596100279
EFH_NFC_2012_010,EFH,str_NFC,2012,0.00547945205479452
EFH_NFC_2012_011,EFH,str_NFC,2012,0.0109717868338558
EFH_NFC_2012_012,EFH,str_NFC,2012,0.0112044817927171
EFH_NFC_2012_013,EFH,str_NFC,2012,0.0055452865064695
EFH_NFC_2012_014,EFH,str_NFC,2012,0.0135338345864662
EFH_NFC_2012_015,EFH,str_NFC,2012,0.00417246175243394
EFH_NFC_2012_016,EFH,str_NFC,2012,0.00329489291598023
EFH_NFC_2012_017,EFH,str_NFC,2012,0.0166112956810631
EFH_NFC_2012_018,EFH,str_NFC,2012,0.0111265646731572
LHU_ABE_2016_001,LHU,str_ABE,2016,0.0142045454545455
LHU_ABE_2016_002,LHU,str_ABE,2016,0.0104166666666667
LHU_ABE_2016_005,LHU,str_ABE,2016,0.0886075949367089
LHU_ABE_2016_008,LHU,str_ABE,2016,0.0347222222222222
LHU_ABE_2016_009,LHU,str_ABE,2016,0.0345528455284553
LHU_ABE_2016_010,LHU,str_ABE,2016,0.0144508670520231
LHU_ABE_2016_011,LHU,str_ABE,2016,0.0399002493765586
LHU_ABE_2016_012,LHU,str_ABE,2016,0.0177514792899408
LHU_ABE_2016_015,LHU,str_ABE,2016,0.00956022944550669
LHU_ABE_2016_017,LHU,str_ABE,2016,0.00809716599190283
LHU_ABE_2016_018,LHU,str_ABE,2016,0.0188679245283019
LHU_ABE_2016_111,LHU,str_ABE,2016,0.0183823529411765
LHU_ABE_2016_222,LHU,str_ABE,2016,0.0514184397163121
LHU_ABE_2016_333,LHU,str_ABE,2016,0.0172711571675302
LHU_ABE_2016_555,LHU,str_ABE,2016,0.0132075471698113
LHU_INC_2000_104,LHU,str_INK,2000,0.00731707317073171
LHU_INC_2000_107,LHU,str_INK,2000,0.020979020979021
LHU_INC_2000_118,LHU,str_INK,2000,0.0309278350515464
LHU_INC_2000_121,LHU,str_INK,2000,0.05
LHU_INC_2013_011,LHU,str_INK,2013,0.0182926829268293
LHU_INC_2013_012,LHU,str_INK,2013,0.032967032967033
LHU_INC_2016_001,LHU,str_INK,2016,0.0070323488045007
LHU_INC_2016_002,LHU,str_INK,2016,0.00694444444444444
LTR_IPL_2016_002,LTR,str_IPL,2016,0.0223776223776224
LTR_IPL_2016_004,LTR,str_IPL,2016,0.015647226173542
LTR_IPL_2016_006,LTR,str_IPL,2016,0.0182584269662921
LTR_IPL_2016_007,LTR,str_IPL,2016,0.0268361581920904
LTR_IPL_2016_020,LTR,str_IPL,2016,0.0178041543026706
LTR_IPL_2016_025,LTR,str_IPL,2016,0.0336749633967789
LTR_IPL_2016_028,LTR,str_IPL,2016,0.0126227208976157
LTR_IPL_2016_032,LTR,str_IPL,2016,0.0318181818181818
LTR_IPL_2016_038,LTR,str_IPL,2016,0.0137931034482759
LTR_IPL_2016_041,LTR,str_IPL,2016,0.0148367952522255
MAG_BEA_2009_052,MAG,str_BEA,2009,0.0333333333333333
MAG_BEA_2009_053,MAG,str_BEA,2009,0.0553691275167785
MAG_BEA_2009_054,MAG,str_BEA,2009,0.0189393939393939
MAG_BEA_2009_055,MAG,str_BEA,2009,0.00825309491059147
MAG_BEA_2009_057,MAG,str_BEA,2009,0.00839160839160839
MAG_BEA_2009_058,MAG,str_BEA,2009,0.00820793433652531
MAG_BEA_2009_059,MAG,str_BEA,2009,0.0110344827586207
MAG_BEA_2009_060,MAG,str_BEA,2009,0.0110344827586207
MAG_BEA_2009_061,MAG,str_BEA,2009,0.012396694214876
MAG_BEA_2009_062,MAG,str_BEA,2009,0.0125
MAG_BEA_2015_063,MAG,str_BEA,2015,0.0124309392265193
MAG_BEA_2015_064,MAG,str_BEA,2015,0.0120481927710843
MAG_BEA_2015_066,MAG,str_BEA,2015,0.0195121951219512
MAG_BEA_2015_069,MAG,str_BEA,2015,0.0145985401459854
MAG_BEA_2015_074,MAG,str_BEA,2015,0.0555555555555556
MAG_BEA_2015_078,MAG,str_BEA,2015,0.0265734265734266
MAG_BEA_2015_079,MAG,str_BEA,2015,0.0354505169867061
MAG_BEA_2015_082,MAG,str_BEA,2015,0.0283687943262411
MAG_BEA_2015_083,MAG,str_BEA,2015,0.0256410256410256
MAG_BEA_2015_084,MAG,str_BEA,2015,0.0204081632653061
MAG_BEA_2015_087,MAG,str_BEA,2015,0.0202312138728324
MAG_COY_2009_012,MAG,str_COY,2009,0.00408719346049046
MAG_COY_2009_013,MAG,str_COY,2009,0.05
MAG_COY_2009_014,MAG,str_COY,2009,0.00834492350486787
MAG_COY_2009_015,MAG,str_COY,2009,0.0406698564593301
MAG_COY_2009_016,MAG,str_COY,2009,0.0187861271676301
MAG_COY_2009_019,MAG,str_COY,2009,0.0285714285714286
MAG_COY_2009_020,MAG,str_COY,2009,0.0207100591715976
MAG_COY_2009_022,MAG,str_COY,2009,0.0251748251748252
MAG_COY_2009_025,MAG,str_COY,2009,0.0670103092783505
MAG_COY_2009_026,MAG,str_COY,2009,0.154761904761905
MAG_COY_2015_001,MAG,str_COY,2015,0.025
MAG_COY_2015_002,MAG,str_COY,2015,0.0223285486443381
MAG_COY_2015_003,MAG,str_COY,2015,0.0204778156996587
MAG_COY_2015_006,MAG,str_COY,2015,0.0224719101123595
MAG_COY_2015_009,MAG,str_COY,2015,0.0240480961923848
MAG_COY_2015_010,MAG,str_COY,2015,0.0241477272727273
MAG_COY_2015_012,MAG,str_COY,2015,0.0152143845089903
MAG_COY_2015_014,MAG,str_COY,2015,0.0214067278287462
MAG_COY_2015_015,MAG,str_COY,2015,0.0184331797235023
MAG_COY_2015_016,MAG,str_COY,2015,0.0345744680851064
MAG_COY_2015_018,MAG,str_COY,2015,0.0252707581227437
MAG_COY_2015_021,MAG,str_COY,2015,0.0124031007751938
MAG_COY_2015_027,MAG,str_COY,2015,0.0372670807453416
MAG_COY_2015_031,MAG,str_COY,2015,0.0130434782608696
MAG_COY_2015_036,MAG,str_COY,2015,0.0242424242424242
MAG_LJK_2009_017,MAG,str_LJK,2009,0.0776699029126214
MAG_LJK_2009_018,MAG,str_LJK,2009,0.0446096654275093
MAG_LJK_2009_019,MAG,str_LJK,2009,0.0490463215258856
MAG_LJK_2009_021,MAG,str_LJK,2009,0.0560538116591928
MAG_LJK_2009_022,MAG,str_LJK,2009,0.0833333333333333
MAG_LJK_2009_031,MAG,str_LJK,2009,0.0546623794212219
MAG_LJK_2009_033,MAG,str_LJK,2009,0.0141643059490085
MAG_LJK_2009_034,MAG,str_LJK,2009,0.0267605633802817
MAG_LJK_2009_035,MAG,str_LJK,2009,0.0122324159021407
MAG_LJK_2009_036,MAG,str_LJK,2009,0.0239880059970015
MAG_LJK_2009_037,MAG,str_LJK,2009,0.0530612244897959
MAG_LJK_2009_038,MAG,str_LJK,2009,0.0340425531914894
MAG_LJK_2015_038,MAG,str_LJK,2015,0.166666666666667
MAG_LJK_2015_039,MAG,str_LJK,2015,0.0581395348837209
MAG_LJK_2015_040,MAG,str_LJK,2015,0.153846153846154
MAG_LJK_2015_041,MAG,str_LJK,2015,0.0571428571428571
MAG_LJK_2015_043,MAG,str_LJK,2015,0.0895522388059701
MAG_LJK_2015_046,MAG,str_LJK,2015,0.00854700854700855
MAG_LJK_2015_048,MAG,str_LJK,2015,0.0555555555555556
MAG_LJK_2015_053,MAG,str_LJK,2015,0.00823045267489712
MAG_LJK_2015_058,MAG,str_LJK,2015,0.046875
MAG_LJK_2015_059,MAG,str_LJK,2015,0.0555555555555556
MAG_LJK_2015_060,MAG,str_LJK,2015,0.0555555555555556
MAR_HAN_2012_001,MAR,str_HAN,2012,0.0152173913043478
MAR_HAN_2012_002,MAR,str_HAN,2012,0.0361757105943152
MAR_HAN_2012_004,MAR,str_HAN,2012,0.0573065902578797
MAR_HAN_2012_005,MAR,str_HAN,2012,0.0416666666666667
MAR_HAN_2012_006,MAR,str_HAN,2012,0.0465116279069767
MAR_HAN_2012_007,MAR,str_HAN,2012,0.0227617602427921
MAR_HAN_2012_009,MAR,str_HAN,2012,0.0969387755102041
MAR_HAN_2012_010,MAR,str_HAN,2012,0.0183767228177642
MAR_HAN_2012_011,MAR,str_HAN,2012,0.0151187904967603
MAR_HAN_2012_012,MAR,str_HAN,2012,0.0191082802547771
MAR_HAN_2012_014,MAR,str_HAN,2012,0.0346456692913386
MAR_HAN_2012_016,MAR,str_HAN,2012,0.0131578947368421
MAR_HAN_2012_017,MAR,str_HAN,2012,0.0154320987654321
MAR_HAN_2012_020,MAR,str_HAN,2012,0.0136054421768707
MAR_HAN_2012_022,MAR,str_HAN,2012,0.0232142857142857
MAR_HAN_2012_023,MAR,str_HAN,2012,0.0404984423676012
MAR_HAN_2012_024,MAR,str_HAN,2012,0.0160714285714286
MAR_HAN_2012_025,MAR,str_HAN,2012,0.0304789550072569
MAR_MAE_2016_001,MAR,str_MAE,2016,0.0396825396825397
MAR_MAE_2016_002,MAR,str_MAE,2016,0.0318302387267905
MAR_MAE_2016_003,MAR,str_MAE,2016,0.0128022759601707
MAR_MAE_2016_004,MAR,str_MAE,2016,0.0180305131761442
MAR_MAE_2016_005,MAR,str_MAE,2016,0.01620029455081
MAR_MAR_2017_001,MAR,str_MAR,2017,0.0137741046831956
MAR_MAR_2017_002,MAR,str_MAR,2017,0.0096551724137931
MAR_MAR_2017_003,MAR,str_MAR,2017,0.00848656294200849
MAR_MAR_2017_004,MAR,str_MAR,2017,0.00977653631284916
MAR_MAR_2017_005,MAR,str_MAR,2017,0.0169014084507042
MAR_MAR_2017_006,MAR,str_MAR,2017,0.0165745856353591
MAR_MAR_2017_011,MAR,str_MAR,2017,0.0222531293463143
MAR_MAR_2017_012,MAR,str_MAR,2017,0.0205831903945112
MAR_MAR_2017_013,MAR,str_MAR,2017,0.0154277699859748
MAR_MAR_2017_134,MAR,str_MAR,2017,0.0111111111111111
MAR_MAR_2017_144,MAR,str_MAR,2017,0.032051282051282
MAR_MAR_2017_152,MAR,str_MAR,2017,0.0287162162162162
MAR_MAR_2017_157,MAR,str_MAR,2017,0.012280701754386
MAR_MAR_2017_158,MAR,str_MAR,2017,0.0126760563380282
MAR_MAR_2017_159,MAR,str_MAR,2017,0.0232896652110626
MAR_MAR_2017_165,MAR,str_MAR,2017,0.0139082058414465
MAR_MAR_2017_167,MAR,str_MAR,2017,0.0236220472440945
MAR_MAR_2017_169,MAR,str_MAR,2017,0.0218068535825545
MAR_MAR_2017_170,MAR,str_MAR,2017,0.0183356840620592
MAR_MAR_2017_172,MAR,str_MAR,2017,0.0306748466257669
MAR_MAU_2016_001,MAR,str_MAU,2016,0.0264993026499303
MAR_MAU_2016_002,MAR,str_MAU,2016,0.041958041958042
MAR_MAU_2016_003,MAR,str_MAU,2016,0.0524271844660194
MAR_MAU_2016_004,MAR,str_MAU,2016,0.0480349344978166
MAR_MRB_2016_001,MAR,str_MRB,2016,0.0114122681883024
MAR_MRB_2016_002,MAR,str_MRB,2016,0.0168302945301543
MAR_MRB_2016_003,MAR,str_MRB,2016,0.0369458128078818
MAR_MRB_2016_005,MAR,str_MRB,2016,0.00949367088607595
MAR_MRB_2016_006,MAR,str_MRB,2016,0.058695652173913
MAR_TCR_2002_001,MAR,str_TCR,2002,0.024390243902439
MAR_TCR_2002_002,MAR,str_TCR,2002,0.0172413793103448
MAR_TCR_2002_009,MAR,str_TCR,2002,0.0118110236220472
MAR_TCR_2002_011,MAR,str_TCR,2002,0.0131771595900439
MAR_TCR_2002_017,MAR,str_TCR,2002,0.083969465648855
MAR_TCR_2002_020,MAR,str_TCR,2002,0.0127659574468085
MAR_TCR_2002_022,MAR,str_TCR,2002,0.0280701754385965
MAR_TCR_2002_024,MAR,str_TCR,2002,0.0111464968152866
MAR_TCR_2002_025,MAR,str_TCR,2002,0.0175879396984925
MAR_TCR_2017_009,MAR,str_TCR,2017,0.0737704918032787
MAR_TCR_2017_012,MAR,str_TCR,2017,0.0222841225626741
MAR_TCR_2017_016,MAR,str_TCR,2017,0.0137614678899083
MAR_TCR_2017_017,MAR,str_TCR,2017,0.0194444444444444
MAR_TCR_2017_020,MAR,str_TCR,2017,0.018413597733711
MAR_TCR_2017_024,MAR,str_TCR,2017,0.0219941348973607
MAR_TCR_2017_028,MAR,str_TCR,2017,0.00979020979020979
MAR_TCR_2017_030,MAR,str_TCR,2017,0.0110650069156293
MAR_TCR_2017_034,MAR,str_TCR,2017,0.0163447251114413
MAR_TCR_2017_039,MAR,str_TCR,2017,0.0330935251798561
MAR_TCR_2017_042,MAR,str_TCR,2017,0.0210378681626928
MAR_TCR_2017_047,MAR,str_TCR,2017,0.020497803806735
MAR_TCR_2017_048,MAR,str_TCR,2017,0.0140252454417952
MAR_TCR_2017_049,MAR,str_TCR,2017,0.0180451127819549
MAR_WIC_2000_082,MAR,str_WIC,2000,0.0201438848920863
MAR_WIC_2000_083,MAR,str_WIC,2000,0.0226628895184136
MAR_WIC_2000_085,MAR,str_WIC,2000,0.0106707317073171
MAR_WIC_2000_087,MAR,str_WIC,2000,0.0124137931034483
MAR_WIC_2000_089,MAR,str_WIC,2000,0.011142061281337
MAR_WIC_2000_091,MAR,str_WIC,2000,0.0225563909774436
MAR_WIC_2000_092,MAR,str_WIC,2000,0.0213414634146341
MAR_WIC_2000_093,MAR,str_WIC,2000,0.0167832167832168
MAR_WIC_2000_094,MAR,str_WIC,2000,0.0309734513274336
MAR_WIC_2000_095,MAR,str_WIC,2000,0.0130890052356021
MAR_WIC_2000_097,MAR,str_WIC,2000,0.0337552742616034
MAR_WIC_2000_098,MAR,str_WIC,2000,0.0138888888888889
MAR_WIC_2000_099,MAR,str_WIC,2000,0.0601719197707736
MAR_WIC_2000_100,MAR,str_WIC,2000,0.0159189580318379
MAR_WIC_2000_113,MAR,str_WIC,2000,0.0227272727272727
MAR_WIC_2000_114,MAR,str_WIC,2000,0.00960219478737997
MAR_WIC_2017_003,MAR,str_WIC,2017,0.0397643593519882
MAR_WIC_2017_004,MAR,str_WIC,2017,0.0110803324099723
MAR_WIC_2017_005,MAR,str_WIC,2017,0.020891364902507
MAR_WIC_2017_009,MAR,str_WIC,2017,0.0154494382022472
MAR_WIC_2017_013,MAR,str_WIC,2017,0.0194174757281553
MAR_WIC_2017_016,MAR,str_WIC,2017,0.0179558011049724
MAR_WIC_2017_021,MAR,str_WIC,2017,0.0152990264255911
MAR_WIC_2017_024,MAR,str_WIC,2017,0.0228690228690229
MAR_WIC_2017_026,MAR,str_WIC,2017,0.0166666666666667
MAR_WIC_2017_027,MAR,str_WIC,2017,0.0471512770137525
MAR_WIC_2017_030,MAR,str_WIC,2017,0.0328102710413695
MAR_WMR_2000_033,MAR,str_WMR,2000,0.0166666666666667
MAR_WMR_2000_037,MAR,str_WMR,2000,0.0151515151515152
MAR_WMR_2016_001,MAR,str_WMR,2016,0.04296875
MAR_WMR_2016_002,MAR,str_WMR,2016,0.0109739368998628
MAR_WMR_2016_003,MAR,str_WMR,2016,0.00972222222222222
MAR_WMR_2016_004,MAR,str_WMR,2016,0.0110192837465565
MAR_WMR_2016_005,MAR,str_WMR,2016,0.0210727969348659
MCD_CCC_2017_001,MCD,str_CCC,2017,0.0069060773480663
MCD_CCC_2017_002,MCD,str_CCC,2017,0.0145560407569141
MCD_CCC_2017_003,MCD,str_CCC,2017,0.0121457489878543
MCD_CCC_2017_005,MCD,str_CCC,2017,0.0384615384615385
MCD_CCC_2017_006,MCD,str_CCC,2017,0.0495626822157434
MCD_CCC_2017_007,MCD,str_CCC,2017,0.0124137931034483
MCD_CCC_2017_008,MCD,str_CCC,2017,0.00833333333333333
MCD_CCC_2017_009,MCD,str_CCC,2017,0.0113798008534851
MCD_CCC_2017_010,MCD,str_CCC,2017,0.0573770491803279
MCD_CCC_2017_011,MCD,str_CCC,2017,0.04
MCD_INC_1998_010,MCD,str_INC,1998,0.0895061728395062
MCD_LIN_2000_101,MCD,str_LIN,2000,0.0136570561456753
MCD_LIN_2000_102,MCD,str_LIN,2000,0.00883652430044183
MCD_LIN_2000_104,MCD,str_LIN,2000,0.0101892285298399
MCD_LIN_2000_105,MCD,str_LIN,2000,0.00553250345781466
MCD_LIN_2000_109,MCD,str_LIN,2000,0.0126811594202899
MCD_LIN_2000_111,MCD,str_LIN,2000,0.0230769230769231
MCD_LIN_2000_112,MCD,str_LIN,2000,0.031055900621118
MCD_LIN_2000_113,MCD,str_LIN,2000,0.0131795716639209
MCD_LIN_2017_001,MCD,str_LIN,2017,0.00968523002421308
MCD_LIN_2017_002,MCD,str_LIN,2017,0.0170648464163823
MCD_LIN_2017_004,MCD,str_LIN,2017,0.112698412698413
MCD_LIN_2017_005,MCD,str_LIN,2017,0.113350125944584
MCD_LIN_2017_006,MCD,str_LIN,2017,0.0214592274678112
NFH_FOR_1997_001,NFH,str_FOR,1997,0.0169971671388102
NFH_FOR_1997_021,NFH,str_FOR,1997,0.28169014084507
NFH_FOR_1997_053,NFH,str_FOR,1997,0.37037037037037
NFH_FOR_1997_054,NFH,str_FOR,1997,0.130434782608696
NFH_FOR_1997_055,NFH,str_FOR,1997,0.0561122244488978
NFH_FOR_1997_081,NFH,str_FOR,1997,0.0297951582867784
